Station Name,LID,Modes of Transports
"Sportplatz, Bliesmengen-Bolchen Mandelbachtal","A=1@O=Sportplatz, Bliesmengen-Bolchen Mandelbachtal@X=7112148@Y=49147982@U=80@L=56501@",640
"Kirche, Bliesmengen-Bolchen Mandelbachtal","A=1@O=Kirche, Bliesmengen-Bolchen Mandelbachtal@X=7115007@Y=49152090@U=80@L=56504@",640
"Gräfinthal, Bliesmengen-Bolchen Mandelbachtal","A=1@O=Gräfinthal, Bliesmengen-Bolchen Mandelbachtal@X=7120931@Y=49159785@U=80@L=56506@",640
"Zollhäuser, Habkirchen Mandelbachtal","A=1@O=Zollhäuser, Habkirchen Mandelbachtal@X=7129668@Y=49140144@U=80@L=56703@",640
"Heidenkopf, Ormesheim Mandelbachtal","A=1@O=Heidenkopf, Ormesheim Mandelbachtal@X=7132626@Y=49174312@U=80@L=57007@",640
"Hofgut, Habkirchen Mandelbachtal","A=1@O=Hofgut, Habkirchen Mandelbachtal@X=7132833@Y=49136494@U=80@L=56702@",640
"Blieskasteler Str., Habkirchen Mandelbachtal","A=1@O=Blieskasteler Str., Habkirchen Mandelbachtal@X=7134388@Y=49136440@U=80@L=56704@",640
"Kapelle, Habkirchen Mandelbachtal","A=1@O=Kapelle, Habkirchen Mandelbachtal@X=7137426@Y=49133303@U=80@L=56701@",128
"Parallelstr., Bebelsheim Mandelbachtal","A=1@O=Parallelstr., Bebelsheim Mandelbachtal@X=7158551@Y=49162536@U=80@L=56402@",640
"Waldstr., Fechingen Saarbrücken","A=1@O=Waldstr., Fechingen Saarbrücken@X=7074493@Y=49204084@U=80@L=13714@",1664
"Nachtweide, Fechingen Saarbrücken","A=1@O=Nachtweide, Fechingen Saarbrücken@X=7077252@Y=49200677@U=80@L=13710@",1664
"Drosselweg, Fechingen Saarbrücken","A=1@O=Drosselweg, Fechingen Saarbrücken@X=7077621@Y=49202457@U=80@L=13706@",1664
"In der Hammerdell, Rentrisch St.Ingbert","A=1@O=In der Hammerdell, Rentrisch St.Ingbert@X=7078340@Y=49262271@U=80@L=57908@",640
"Bahnhof, Rentrisch St.Ingbert","A=1@O=Bahnhof, Rentrisch St.Ingbert@X=7078933@Y=49259961@U=80@L=57902@",648
Rentrisch,A=1@O=Rentrisch@X=7079068@Y=49259763@U=80@L=8005044@,8
"Lottenhammer, Rentrisch St.Ingbert","A=1@O=Lottenhammer, Rentrisch St.Ingbert@X=7079877@Y=49264330@U=80@L=57901@",640
"Brudermühlenweg, Rentrisch St.Ingbert","A=1@O=Brudermühlenweg, Rentrisch St.Ingbert@X=7082924@Y=49262047@U=80@L=57906@",640
"Kirche, Rentrisch St.Ingbert","A=1@O=Kirche, Rentrisch St.Ingbert@X=7084543@Y=49261624@U=80@L=57909@",640
"Kulturhaus, Rentrisch St.Ingbert","A=1@O=Kulturhaus, Rentrisch St.Ingbert@X=7085639@Y=49266047@U=80@L=57905@",640
"Schule, Rentrisch St.Ingbert","A=1@O=Schule, Rentrisch St.Ingbert@X=7086835@Y=49263656@U=80@L=57910@",640
"Beim Schöpfchen, Eschringen Saarbrücken","A=1@O=Beim Schöpfchen, Eschringen Saarbrücken@X=7091788@Y=49190690@U=80@L=13711@",1152
"Am Höllweg, Eschringen Saarbrücken","A=1@O=Am Höllweg, Eschringen Saarbrücken@X=7096462@Y=49191589@U=80@L=13802@",1152
"Alter Weg, Sengscheid St.Ingbert","A=1@O=Alter Weg, Sengscheid St.Ingbert@X=7098233@Y=49255601@U=80@L=57574@",640
"Steinkopfweg, Sengscheid St.Ingbert","A=1@O=Steinkopfweg, Sengscheid St.Ingbert@X=7100525@Y=49254388@U=80@L=57575@",640
"Andreas-Kremp-Str., Eschringen Saarbrücken","A=1@O=Andreas-Kremp-Str., Eschringen Saarbrücken@X=7100534@Y=49191616@U=80@L=13801@",1152
"Zum Stiefel, St.Ingbert","A=1@O=Zum Stiefel, St.Ingbert@X=7102009@Y=49265678@U=80@L=57516@",128
"Preußenstr., St.Ingbert","A=1@O=Preußenstr., St.Ingbert@X=7103330@Y=49262406@U=80@L=57466@",640
"Mühle, Eschringen Saarbrücken","A=1@O=Mühle, Eschringen Saarbrücken@X=7103420@Y=49190313@U=80@L=13804@",1152
"Am Rebenberg, Eschringen Saarbrücken","A=1@O=Am Rebenberg, Eschringen Saarbrücken@X=7103941@Y=49192434@U=80@L=13803@",1152
"Abzw Sengscheid, St.Ingbert","A=1@O=Abzw Sengscheid, St.Ingbert@X=7104319@Y=49258469@U=80@L=57518@",640
"Lilienstr., St.Ingbert","A=1@O=Lilienstr., St.Ingbert@X=7105209@Y=49263368@U=80@L=57536@",128
"Fliederstr., St.Ingbert","A=1@O=Fliederstr., St.Ingbert@X=7106386@Y=49261606@U=80@L=57535@",128
"Bischof-Eich-Str., Ensheim Saarbrücken","A=1@O=Bischof-Eich-Str., Ensheim Saarbrücken@X=7107096@Y=49209343@U=80@L=13404@",1152
"Brückstr., Ensheim Saarbrücken","A=1@O=Brückstr., Ensheim Saarbrücken@X=7107744@Y=49198942@U=80@L=13401@",1152
"Kreuzfeldstr., Ensheim Saarbrücken","A=1@O=Kreuzfeldstr., Ensheim Saarbrücken@X=7108049@Y=49206718@U=80@L=13403@",1152
"Marktweg, Ensheim Saarbrücken","A=1@O=Marktweg, Ensheim Saarbrücken@X=7108625@Y=49201540@U=80@L=13407@",1152
"Rathaus, Ensheim Saarbrücken","A=1@O=Rathaus, Ensheim Saarbrücken@X=7108679@Y=49204579@U=80@L=13402@",1152
"Tulpenstr., St.Ingbert","A=1@O=Tulpenstr., St.Ingbert@X=7110692@Y=49263979@U=80@L=57534@",128
"Ormesheimer Str., Ensheim Saarbrücken","A=1@O=Ormesheimer Str., Ensheim Saarbrücken@X=7112103@Y=49201181@U=80@L=13410@",1152
"Industriestr., Ensheim Saarbrücken","A=1@O=Industriestr., Ensheim Saarbrücken@X=7112913@Y=49211887@U=80@L=13405@",1152
"Sportplatz, Ensheim Saarbrücken","A=1@O=Sportplatz, Ensheim Saarbrücken@X=7113074@Y=49209621@U=80@L=13408@",1152
"Flughafen, Saarbrücken Ensheim (SCN)","A=1@O=Flughafen, Saarbrücken Ensheim (SCN)@X=7113281@Y=49220417@U=80@L=13406@",128
"Droste-Hülshoff-Str., St.Ingbert","A=1@O=Droste-Hülshoff-Str., St.Ingbert@X=7113434@Y=49265696@U=80@L=57587@",128
"Gassenmühle, Eschringen Saarbrücken","A=1@O=Gassenmühle, Eschringen Saarbrücken@X=7118261@Y=49192713@U=80@L=13409@",1152
"Hüglingen, Ormesheim Mandelbachtal","A=1@O=Hüglingen, Ormesheim Mandelbachtal@X=7125578@Y=49193315@U=80@L=57006@",1152
"Würzbachstr., Reichenbrunn St.Ingbert","A=1@O=Würzbachstr., Reichenbrunn St.Ingbert@X=7125983@Y=49254253@U=80@L=57840@",640
"In der Brunnenwiese, Reichenbrunn St.Ingbert","A=1@O=In der Brunnenwiese, Reichenbrunn St.Ingbert@X=7127763@Y=49253507@U=80@L=57839@",640
"Römerstr., Heckendalheim Mandelbachtal","A=1@O=Römerstr., Heckendalheim Mandelbachtal@X=7129677@Y=49232697@U=80@L=56803@",640
"Neumühle, Ormesheim Mandelbachtal","A=1@O=Neumühle, Ormesheim Mandelbachtal@X=7131673@Y=49195418@U=80@L=57001@",1152
"Reichenbrunner Str., Oberwürzbach St.Ingbert","A=1@O=Reichenbrunner Str., Oberwürzbach St.Ingbert@X=7132940@Y=49247889@U=80@L=57806@",640
"Langental, Oberwürzbach St.Ingbert","A=1@O=Langental, Oberwürzbach St.Ingbert@X=7137067@Y=49246217@U=80@L=57801@",640
"Mitte, Heckendalheim Mandelbachtal","A=1@O=Mitte, Heckendalheim Mandelbachtal@X=7137777@Y=49228957@U=80@L=56802@",640
"Nikolausstr., Ormesheim Mandelbachtal","A=1@O=Nikolausstr., Ormesheim Mandelbachtal@X=7139071@Y=49196965@U=80@L=57002@",1152
"Schindtal, Oberwürzbach St.Ingbert","A=1@O=Schindtal, Oberwürzbach St.Ingbert@X=7141130@Y=49243439@U=80@L=57802@",640
"Steckental, Oberwürzbach St.Ingbert","A=1@O=Steckental, Oberwürzbach St.Ingbert@X=7142460@Y=49242702@U=80@L=57804@",640
"Rathaus, Ormesheim Mandelbachtal","A=1@O=Rathaus, Ormesheim Mandelbachtal@X=7142685@Y=49196542@U=80@L=57003@",1664
"Wiesental, Heckendalheim Mandelbachtal","A=1@O=Wiesental, Heckendalheim Mandelbachtal@X=7143080@Y=49224732@U=80@L=56801@",640
"Theo-Carlen-Schule, Ormesheim Mandelnachtal","A=1@O=Theo-Carlen-Schule, Ormesheim Mandelnachtal@X=7143763@Y=49198079@U=80@L=57010@",128
"Kirche, Oberwürzbach St.Ingbert","A=1@O=Kirche, Oberwürzbach St.Ingbert@X=7144662@Y=49242405@U=80@L=57803@",640
"Klostermühle, Ommersheim Mandelbachtal","A=1@O=Klostermühle, Ommersheim Mandelbachtal@X=7147979@Y=49214727@U=80@L=56905@",128
"An de Pump, Oberwürzbach St.Ingbert","A=1@O=An de Pump, Oberwürzbach St.Ingbert@X=7148177@Y=49243097@U=80@L=57809@",640
"St.Ingberter-Str., Hassel St.Ingbert","A=1@O=St.Ingberter-Str., Hassel St.Ingbert@X=7150460@Y=49266209@U=80@L=57706@",640
"Adenauerstr., Ormesheim Mandelbachtal","A=1@O=Adenauerstr., Ormesheim Mandelbachtal@X=7151063@Y=49198520@U=80@L=57004@",640
"Friedhof, Ommersheim Mandelbachtal","A=1@O=Friedhof, Ommersheim Mandelbachtal@X=7151818@Y=49219653@U=80@L=56907@",640
"Talstr., Oberwürzbach St.Ingbert","A=1@O=Talstr., Oberwürzbach St.Ingbert@X=7155270@Y=49245677@U=80@L=57808@",640
"Friedhof, Hassel St.Ingbert","A=1@O=Friedhof, Hassel St.Ingbert@X=7155737@Y=49265921@U=80@L=57705@",640
"Kirche, Ommersheim Mandelbachtal","A=1@O=Kirche, Ommersheim Mandelbachtal@X=7156043@Y=49219644@U=80@L=56903@",640
"Brunnen, Ommersheim Mandelbachtal","A=1@O=Brunnen, Ommersheim Mandelbachtal@X=7158290@Y=49219078@U=80@L=56902@",640
"Saarbrücker Str., Ommersheim Mandelbachtal","A=1@O=Saarbrücker Str., Ommersheim Mandelbachtal@X=7159171@Y=49216867@U=80@L=56904@",128
"Hammersberg, Sulzbach","A=1@O=Hammersberg, Sulzbach@X=7073540@Y=49305563@U=80@L=17909@",1152
"Altersheim, Neuweiler Sulzbach","A=1@O=Altersheim, Neuweiler Sulzbach@X=7073764@Y=49281481@U=80@L=18201@",128
"Sternplatz 1, Neuweiler Sulzbach","A=1@O=Sternplatz 1, Neuweiler Sulzbach@X=7074672@Y=49285787@U=80@L=18209@",128
"Sternplatz 2, Neuweiler Sulzbach","A=1@O=Sternplatz 2, Neuweiler Sulzbach@X=7074861@Y=49285490@U=80@L=18210@",128
"Industriestr., Neuweiler Sulzbach","A=1@O=Industriestr., Neuweiler Sulzbach@X=7075338@Y=49288807@U=80@L=18207@",128
"Klaraschacht, Friedrichsthal","A=1@O=Klaraschacht, Friedrichsthal@X=7076875@Y=49318211@U=80@L=14302@",128
"Justus-von-Liebig-Str., Neuweiler Sulzbach","A=1@O=Justus-von-Liebig-Str., Neuweiler Sulzbach@X=7077944@Y=49289014@U=80@L=18213@",128
"Kirche, Altenwald Sulzbach","A=1@O=Kirche, Altenwald Sulzbach@X=7078529@Y=49308683@U=80@L=17906@",1152
"Skatezentrum, Altenwald Sulzbach","A=1@O=Skatezentrum, Altenwald Sulzbach@X=7078718@Y=49313600@U=80@L=17910@",128
Sulzbach (Saar) Altenwald,A=1@O=Sulzbach (Saar) Altenwald@X=7078879@Y=49312072@U=80@L=8005797@,8
"Am Lindenbaum, Schnappach Sulzbach","A=1@O=Am Lindenbaum, Schnappach Sulzbach@X=7078915@Y=49305446@U=80@L=18302@",128
"Markt, Altenwald Sulzbach","A=1@O=Markt, Altenwald Sulzbach@X=7081801@Y=49310867@U=80@L=17907@",1160
"Zum Ruhbachtal, Schnappach Sulzbach","A=1@O=Zum Ruhbachtal, Schnappach Sulzbach@X=7082448@Y=49306993@U=80@L=18303@",128
"Friedlandstr., Friedrichsthal","A=1@O=Friedlandstr., Friedrichsthal@X=7082466@Y=49323335@U=80@L=14311@",128
"Spellenstein, Rentrisch St.Ingbert","A=1@O=Spellenstein, Rentrisch St.Ingbert@X=7083392@Y=49267404@U=80@L=57907@",640
"Mörikestr., Friedrichsthal","A=1@O=Mörikestr., Friedrichsthal@X=7083787@Y=49322328@U=80@L=14313@",128
"Ostschachtsiedlung, Friedrichsthal","A=1@O=Ostschachtsiedlung, Friedrichsthal@X=7084138@Y=49325115@U=80@L=14301@",128
"Neuer Friedhof, Bildstock Friedrichsthal","A=1@O=Neuer Friedhof, Bildstock Friedrichsthal@X=7084399@Y=49333628@U=80@L=14402@",128
"Friedrichsthaler Str., Altenwald Sulzbach","A=1@O=Friedrichsthaler Str., Altenwald Sulzbach@X=7084965@Y=49318670@U=80@L=17911@",128
"Oststr., Altenwald Sulzbach","A=1@O=Oststr., Altenwald Sulzbach@X=7085145@Y=49313887@U=80@L=17908@",1152
"Neuweilerweg, Rentrisch St.Ingbert","A=1@O=Neuweilerweg, Rentrisch St.Ingbert@X=7085792@Y=49267170@U=80@L=57903@",640
"Querstr., Friedrichsthal","A=1@O=Querstr., Friedrichsthal@X=7086934@Y=49321016@U=80@L=14314@",128
"Grühlingstr., Bildstock Friedrichsthal","A=1@O=Grühlingstr., Bildstock Friedrichsthal@X=7088399@Y=49330895@U=80@L=14403@",128
"Grillparzerstr., Friedrichsthal","A=1@O=Grillparzerstr., Friedrichsthal@X=7088426@Y=49324054@U=80@L=14312@",128
Friedrichsthal (Saar),A=1@O=Friedrichsthal (Saar)@X=7089136@Y=49320063@U=80@L=8002117@,8
"Montessorischule, Friedrichsthal","A=1@O=Montessorischule, Friedrichsthal@X=7089406@Y=49326113@U=80@L=14308@",128
"Am Kaisereck, St.Ingbert","A=1@O=Am Kaisereck, St.Ingbert@X=7089559@Y=49284915@U=80@L=57549@",128
"Rentrischer Weg, Rentrisch St.Ingbert","A=1@O=Rentrischer Weg, Rentrisch St.Ingbert@X=7089594@Y=49270011@U=80@L=57904@",640
"Bahnhof, Friedrichsthal","A=1@O=Bahnhof, Friedrichsthal@X=7090161@Y=49319236@U=80@L=14300@",1160
"Illinger Str., Bildstock Friedrichsthal","A=1@O=Illinger Str., Bildstock Friedrichsthal@X=7090421@Y=49332387@U=80@L=14409@",128
"Rockentalstr., St.Ingbert","A=1@O=Rockentalstr., St.Ingbert@X=7091509@Y=49282722@U=80@L=57548@",128
"Schlackenbergstr., St.Ingbert","A=1@O=Schlackenbergstr., St.Ingbert@X=7091932@Y=49275854@U=80@L=57503@",128
"Zum Nassauer Graben, St.Ingbert","A=1@O=Zum Nassauer Graben, St.Ingbert@X=7092732@Y=49285014@U=80@L=57550@",128
"Mitte, Friedrichsthal","A=1@O=Mitte, Friedrichsthal@X=7093271@Y=49327021@U=80@L=14316@",128
Friedrichsthal (Saar) Mitte,A=1@O=Friedrichsthal (Saar) Mitte@X=7093909@Y=49327155@U=80@L=8002132@,8
Bildstock,A=1@O=Bildstock@X=7094341@Y=49337322@U=80@L=8000967@,8
"Eisenwerk, St.Ingbert","A=1@O=Eisenwerk, St.Ingbert@X=7094853@Y=49271287@U=80@L=57504@",640
"Gehnbachstr., St.Ingbert","A=1@O=Gehnbachstr., St.Ingbert@X=7095132@Y=49281140@U=80@L=57547@",128
"Markt, Bildstock Friedrichsthal","A=1@O=Markt, Bildstock Friedrichsthal@X=7095473@Y=49332657@U=80@L=14411@",136
"Schubertstr., Bildstock Friedrichsthal","A=1@O=Schubertstr., Bildstock Friedrichsthal@X=7095689@Y=49331398@U=80@L=14412@",128
"Helenenhalle, Friedrichsthal","A=1@O=Helenenhalle, Friedrichsthal@X=7095734@Y=49327326@U=80@L=14310@",128
"An der Donau, St.Ingbert","A=1@O=An der Donau, St.Ingbert@X=7096148@Y=49285095@U=80@L=57470@",128
"Markt, Friedrichsthal","A=1@O=Markt, Friedrichsthal@X=7096166@Y=49322139@U=80@L=14304@",1160
"Seniorenheim, Friedrichsthal","A=1@O=Seniorenheim, Friedrichsthal@X=7096193@Y=49325438@U=80@L=14317@",128
"Rischbachschule, St.Ingbert","A=1@O=Rischbachschule, St.Ingbert@X=7096561@Y=49285778@U=80@L=57486@",128
"Thorner Str., Friedrichsthal","A=1@O=Thorner Str., Friedrichsthal@X=7097136@Y=49328009@U=80@L=14318@",128
"Am Haseneck, St.Ingbert","A=1@O=Am Haseneck, St.Ingbert@X=7097568@Y=49289140@U=80@L=57545@",128
"Lautzentalstr., St.Ingbert","A=1@O=Lautzentalstr., St.Ingbert@X=7097676@Y=49270065@U=80@L=57529@",128
"Saarbrücker Str., Friedrichsthal","A=1@O=Saarbrücker Str., Friedrichsthal@X=7098350@Y=49324333@U=80@L=14309@",128
"Goldene Au, St.Ingbert","A=1@O=Goldene Au, St.Ingbert@X=7098692@Y=49289742@U=80@L=57473@",128
"In der Laabdell, St.Ingbert","A=1@O=In der Laabdell, St.Ingbert@X=7099797@Y=49285868@U=80@L=57471@",128
"Amselweg, St.Ingbert","A=1@O=Amselweg, St.Ingbert@X=7100984@Y=49281832@U=80@L=57469@",128
"In den Schankgärten, St.Ingbert","A=1@O=In den Schankgärten, St.Ingbert@X=7101020@Y=49276546@U=80@L=57584@",128
"Am Gütterwieschen, St.Ingbert","A=1@O=Am Gütterwieschen, St.Ingbert@X=7101245@Y=49283135@U=80@L=57552@",128
"Brucknerstr., St.Ingbert","A=1@O=Brucknerstr., St.Ingbert@X=7101478@Y=49287117@U=80@L=57472@",128
"Schnapphahner Dell, St.Ingbert","A=1@O=Schnapphahner Dell, St.Ingbert@X=7101946@Y=49270568@U=80@L=57530@",128
"Ludwigstr., Friedrichsthal","A=1@O=Ludwigstr., Friedrichsthal@X=7102386@Y=49321025@U=80@L=14306@",1152
"Altenwalder Str., St.Ingbert","A=1@O=Altenwalder Str., St.Ingbert@X=7102629@Y=49287576@U=80@L=57543@",128
"Im Schmelzerwald, St.Ingbert","A=1@O=Im Schmelzerwald, St.Ingbert@X=7102863@Y=49267961@U=80@L=57514@",128
"Saarbrücker Str., St.Ingbert","A=1@O=Saarbrücker Str., St.Ingbert@X=7103330@Y=49273652@U=80@L=57512@",640
"Hoferkopfschule, Bildstock Friedrichsthal","A=1@O=Hoferkopfschule, Bildstock Friedrichsthal@X=7103833@Y=49335156@U=80@L=14405@",128
"ERS, St.Ingbert","A=1@O=ERS, St.Ingbert@X=7104337@Y=49271063@U=80@L=57485@",128
"Hans-Schöneberger.-Str., St.Ingbert","A=1@O=Hans-Schöneberger.-Str., St.Ingbert@X=7104580@Y=49267179@U=80@L=57515@",640
"Rischbachstr., St.Ingbert","A=1@O=Rischbachstr., St.Ingbert@X=7105083@Y=49283908@U=80@L=57554@",128
"Berufsbildungszentrum BBZ, St.Ingbert","A=1@O=Berufsbildungszentrum BBZ, St.Ingbert@X=7105254@Y=49269975@U=80@L=57528@",128
"Karlstr., St.Ingbert","A=1@O=Karlstr., St.Ingbert@X=7105541@Y=49281652@U=80@L=57468@",128
"Dietrichsfeld, Bildstock Friedrichsthal","A=1@O=Dietrichsfeld, Bildstock Friedrichsthal@X=7106449@Y=49336001@U=80@L=14407@",128
"Alleestr., St.Ingbert","A=1@O=Alleestr., St.Ingbert@X=7106872@Y=49276987@U=80@L=57502@",128
"Stadtbad, Friedrichsthal","A=1@O=Stadtbad, Friedrichsthal@X=7106962@Y=49322068@U=80@L=14305@",1152
"Triftstr., St.Ingbert","A=1@O=Triftstr., St.Ingbert@X=7106980@Y=49285320@U=80@L=57542@",128
"Südendstr., St.Ingbert","A=1@O=Südendstr., St.Ingbert@X=7107312@Y=49266910@U=80@L=57465@",128
"St.Barbara-Str., St.Ingbert","A=1@O=St.Barbara-Str., St.Ingbert@X=7107591@Y=49279827@U=80@L=57467@",128
"Heinrich-Laur-Str., St.Ingbert","A=1@O=Heinrich-Laur-Str., St.Ingbert@X=7107789@Y=49269795@U=80@L=57513@",640
"Fritz-Zolnhofer-Str., St.Ingbert","A=1@O=Fritz-Zolnhofer-Str., St.Ingbert@X=7109649@Y=49269139@U=80@L=57464@",128
"Kastanienweg, St.Ingbert","A=1@O=Kastanienweg, St.Ingbert@X=7110153@Y=49275440@U=80@L=57508@",640
St. Ingbert,A=1@O=St. Ingbert@X=7110863@Y=49274712@U=80@L=8005649@,8
"Bahnhof, St.Ingbert","A=1@O=Bahnhof, St.Ingbert@X=7111798@Y=49274721@U=80@L=57500@",648
"Ensheimer Str., St.Ingbert","A=1@O=Ensheimer Str., St.Ingbert@X=7112023@Y=49272870@U=80@L=57519@",640
"Humboldtstr., Landsweiler-Reden Schiffweiler","A=1@O=Humboldtstr., Landsweiler-Reden Schiffweiler@X=7112077@Y=49349458@U=80@L=34822@",640
"Rendezvous-Platz, St.Ingbert","A=1@O=Rendezvous-Platz, St.Ingbert@X=7112490@Y=49278326@U=80@L=57457@",640
"Südschule Haupteingang, St. Ingbert","A=1@O=Südschule Haupteingang, St. Ingbert@X=7112490@Y=49267988@U=80@L=57595@",128
"Kreiskrankenhaus, St.Ingbert","A=1@O=Kreiskrankenhaus, St.Ingbert@X=7112643@Y=49289607@U=80@L=57567@",128
"Elversberger Str., St.Ingbert","A=1@O=Elversberger Str., St.Ingbert@X=7112724@Y=49285374@U=80@L=57555@",128
"Rentamtstr., St.Ingbert","A=1@O=Rentamtstr., St.Ingbert@X=7113407@Y=49275458@U=80@L=57580@",128
"Kohlenstr., St.Ingbert","A=1@O=Kohlenstr., St.Ingbert@X=7113623@Y=49281355@U=80@L=57566@",128
"Schüren, St.Ingbert","A=1@O=Schüren, St.Ingbert@X=7113623@Y=49298597@U=80@L=57568@",128
"Annastr., St.Ingbert","A=1@O=Annastr., St.Ingbert@X=7114162@Y=49272222@U=80@L=57460@",128
"Martin-Luther-Kirche, St.Ingbert","A=1@O=Martin-Luther-Kirche, St.Ingbert@X=7114342@Y=49282335@U=80@L=57541@",128
"Südschule, St.Ingbert","A=1@O=Südschule, St.Ingbert@X=7114549@Y=49267206@U=80@L=57586@",128
"Nordendstr., St.Ingbert","A=1@O=Nordendstr., St.Ingbert@X=7115025@Y=49286992@U=80@L=57501@",128
"Poststr., St.Ingbert","A=1@O=Poststr., St.Ingbert@X=7115151@Y=49279441@U=80@L=57506@",128
"Leibniz-Gymnasium, St.Ingbert","A=1@O=Leibniz-Gymnasium, St.Ingbert@X=7115942@Y=49273121@U=80@L=57593@",128
"Ludwigstr., St.Ingbert","A=1@O=Ludwigstr., St.Ingbert@X=7116409@Y=49280645@U=80@L=57540@",128
"Am Klosterhang, St.Ingbert","A=1@O=Am Klosterhang, St.Ingbert@X=7116526@Y=49268914@U=80@L=57532@",128
"Rote Flurstr., St.Ingbert","A=1@O=Rote Flurstr., St.Ingbert@X=7116805@Y=49287684@U=80@L=57556@",128
"Theodor-Heuss-Platz, St.Ingbert","A=1@O=Theodor-Heuss-Platz, St.Ingbert@X=7116994@Y=49281571@U=80@L=57459@",128
"Dr.-Erhardt-Str., St.Ingbert","A=1@O=Dr.-Erhardt-Str., St.Ingbert@X=7117245@Y=49290839@U=80@L=57474@",128
"Schillerschule, St.Ingbert","A=1@O=Schillerschule, St.Ingbert@X=7117614@Y=49273634@U=80@L=57526@",128
"Albertus-Magnus-Gymnasium AMG, St.Ingbert","A=1@O=Albertus-Magnus-Gymnasium AMG, St.Ingbert@X=7117812@Y=49276456@U=80@L=57523@",128
"Wiesenstr., St.Ingbert","A=1@O=Wiesenstr., St.Ingbert@X=7117830@Y=49271189@U=80@L=57461@",128
"Jägerstr., St.Ingbert","A=1@O=Jägerstr., St.Ingbert@X=7118360@Y=49283360@U=80@L=57577@",128
"Hobelsstr., St.Ingbert","A=1@O=Hobelsstr., St.Ingbert@X=7118423@Y=49279791@U=80@L=57482@",128
"Pirminiuskirche, St.Ingbert","A=1@O=Pirminiuskirche, St.Ingbert@X=7118854@Y=49288753@U=80@L=57557@",128
"Seyenstr., St.Ingbert","A=1@O=Seyenstr., St.Ingbert@X=7119178@Y=49275243@U=80@L=57522@",128
"Wollbachstr., St.Ingbert","A=1@O=Wollbachstr., St.Ingbert@X=7119717@Y=49277625@U=80@L=57483@",128
"Wolfshohlstr., St.Ingbert","A=1@O=Wolfshohlstr., St.Ingbert@X=7120257@Y=49274883@U=80@L=57475@",640
"Stadion Betzental, St.Ingbert","A=1@O=Stadion Betzental, St.Ingbert@X=7120401@Y=49266991@U=80@L=57507@",128
"Friedhofstraße 10, Elversberg","A=1@O=Friedhofstraße 10, Elversberg@X=7121093@Y=49315946@U=80@L=9100011@",512
"Ruhbachstraße 20, Elversberg","A=1@O=Ruhbachstraße 20, Elversberg@X=7121362@Y=49311110@U=80@L=9100029@",512
"Winnweg, St.Ingbert","A=1@O=Winnweg, St.Ingbert@X=7121371@Y=49271701@U=80@L=57476@",640
"Brauerei, St.Ingbert","A=1@O=Brauerei, St.Ingbert@X=7121452@Y=49282317@U=80@L=57505@",640
"Parkplatz Hauptfriedhof, Elversberg","A=1@O=Parkplatz Hauptfriedhof, Elversberg@X=7121758@Y=49309914@U=80@L=9100048@",512
"Zum Brünnchen 35, Elversberg","A=1@O=Zum Brünnchen 35, Elversberg@X=7121848@Y=49313663@U=80@L=9100036@",512
"Wichernstr., St.Ingbert","A=1@O=Wichernstr., St.Ingbert@X=7121911@Y=49290354@U=80@L=57559@",128
"Sportplatzstr./Willi-Neu-Ring, Elversberg","A=1@O=Sportplatzstr./Willi-Neu-Ring, Elversberg@X=7122639@Y=49315919@U=80@L=9100052@",512
"Glück-Auf-Str. 64, Elversberg","A=1@O=Glück-Auf-Str. 64, Elversberg@X=7122774@Y=49313231@U=80@L=9100042@",512
"Blumenstraße 10, Elversberg","A=1@O=Blumenstraße 10, Elversberg@X=7122873@Y=49315236@U=80@L=9100039@",512
"Kaiserlinde, Elversberg","A=1@O=Kaiserlinde, Elversberg@X=7122989@Y=49317177@U=80@L=35506@",640
"Friedhof, Elversberg","A=1@O=Friedhof, Elversberg@X=7123358@Y=49308746@U=80@L=35510@",640
"Blieskasteler Str., St.Ingbert","A=1@O=Blieskasteler Str., St.Ingbert@X=7123385@Y=49276510@U=80@L=57456@",128
"Betzentalstr., St.Ingbert","A=1@O=Betzentalstr., St.Ingbert@X=7123601@Y=49269031@U=80@L=57520@",640
"Schützenstr., St.Ingbert","A=1@O=Schützenstr., St.Ingbert@X=7123718@Y=49285949@U=80@L=57581@",128
"Waldfriedhof, St.Ingbert","A=1@O=Waldfriedhof, St.Ingbert@X=7125443@Y=49287666@U=80@L=57560@",128
"Luisenstraße 37, Elversberg","A=1@O=Luisenstraße 37, Elversberg@X=7125524@Y=49308889@U=80@L=9100047@",512
"Hobels, St.Ingbert","A=1@O=Hobels, St.Ingbert@X=7125605@Y=49280169@U=80@L=57479@",128
"Große Bergstr., Elversberg","A=1@O=Große Bergstr., Elversberg@X=7125614@Y=49310202@U=80@L=35501@",640
"Eckstr. 17, Elversberg","A=1@O=Eckstr. 17, Elversberg@X=7125812@Y=49315631@U=80@L=9100054@",512
"Friedrichsthaler Str. 1a, Elversberg","A=1@O=Friedrichsthaler Str. 1a, Elversberg@X=7125965@Y=49312872@U=80@L=9100012@",512
"St.Ingberter-Str., Elversberg","A=1@O=St.Ingberter-Str., Elversberg@X=7126046@Y=49310867@U=80@L=35507@",512
"Zur Audell, St.Ingbert","A=1@O=Zur Audell, St.Ingbert@X=7126046@Y=49276465@U=80@L=57481@",128
